"","batch","plate_well","count","run_no","contrast"
"729",2,"700 N24,702 K16,704 P24",56,252,"RC_to_SA"
"730",3,"612 N16,614 L08,618 N08",14,252,"RC_to_SA"
"731",1,"708 M24,710 M24,712 K08",53,253,"RC_to_SA"
"732",2,"700 M16,702 K24,704 I16",4,253,"RC_to_SA"
"733",3,"612 J24,614 M08,618 P16",4,253,"RC_to_SA"
"734",1,"708 N16,710 P16,712 M16",5,254,"RC_to_SA"
"735",2,"700 M24,702 L16,704 L16",6,254,"RC_to_SA"
"736",3,"612 J24,614 K16,618 O08",40,254,"RC_to_SA"
"737",1,"708 M08,710 M24,712 I16",11,255,"RC_to_SA"
"738",3,"612 J16,614 N24,618 L16",98,255,"RC_to_SA"
"739",1,"708 J24,710 M24,712 P24",42,256,"RC_to_SA"
"740",2,"700 L08,702 O08,704 L08",14,256,"RC_to_SA"
"741",3,"612 M08,614 P24,618 N08",14,256,"RC_to_SA"
"742",1,"708 J24,710 I16,712 M24",9,257,"RC_to_SA"
"743",2,"700 I08,702 J08,704 I16",3,257,"RC_to_SA"
"744",3,"612 I08,614 O24,618 I08",33,257,"RC_to_SA"
"745",1,"708 N08,710 N08,712 K24",17,258,"RC_to_SA"
"746",2,"700 P08,702 L08,704 P24",17,258,"RC_to_SA"
"747",3,"612 O24,614 L08,618 N08",25,258,"RC_to_SA"
"748",1,"708 P16,710 I16,712 M16",3,259,"RC_to_SA"
"749",2,"700 O08,702 K16,704 J08",2,259,"RC_to_SA"
"750",3,"612 N24,614 O24,618 J08",152,259,"RC_to_SA"
"751",1,"708 I16,710 N08,712 L08",3,260,"RC_to_SA"
"752",2,"700 M16,702 L08,704 M16",5,260,"RC_to_SA"
"753",3,"612 O08,614 N16,618 J08",13,260,"RC_to_SA"
"754",1,"708 P16,710 M24,712 I24",18,261,"RC_to_SA"
"755",2,"700 P24,702 P24,704 K08",19,261,"RC_to_SA"
"756",3,"612 N24,614 O08,618 K16",37,261,"RC_to_SA"
"757",1,"708 P16,710 J16,712 N16",1,262,"RC_to_SA"
"758",2,"700 N24,702 I24,704 L16",13,262,"RC_to_SA"
"759",3,"612 K24,614 N08,618 P16",15,262,"RC_to_SA"
"760",1,"708 K24,710 I16,712 J16",3,263,"RC_to_SA"
"761",2,"700 P24,702 J16,704 K16",22,263,"RC_to_SA"
"762",1,"708 I08,710 M08,712 J16",15,264,"RC_to_SA"
"763",2,"700 M24,702 N16,704 P24",6,264,"RC_to_SA"
"764",3,"612 M24,614 I08,618 M08",3,264,"RC_to_SA"
"765",1,"708 K24,710 L08,712 O16",13,265,"RC_to_SA"
"766",3,"612 M16,614 J08,618 I16",6,265,"RC_to_SA"
"767",1,"708 N16,710 K16,712 M24",10,266,"RC_to_SA"
"768",3,"612 P24,614 N24,618 P08",33,266,"RC_to_SA"
"769",1,"708 I16,710 L16,712 I16",2,267,"RC_to_SA"
"770",2,"700 K16,702 L08,704 L08",15,267,"RC_to_SA"
"771",3,"612 I24,614 L08,618 P16",14,267,"RC_to_SA"
"772",1,"708 N16,710 K16,712 I16",1,268,"RC_to_SA"
"773",2,"700 K16,702 J24,704 I16",3,268,"RC_to_SA"
"774",3,"612 P24,614 P24,618 I24",137,268,"RC_to_SA"
"775",1,"708 J24,710 O16,712 J08",11,269,"RC_to_SA"
"776",3,"612 K16,614 O08,618 N16",16,269,"RC_to_SA"
"777",1,"708 L16,710 I16,712 N16",8,270,"RC_to_SA"
"778",2,"700 M08,702 L08,704 K16",16,270,"RC_to_SA"
"779",3,"612 I24,614 M08,618 L16",65,270,"RC_to_SA"
"780",1,"708 P16,710 M24,712 J08",11,271,"RC_to_SA"
"781",2,"700 P24,702 L08,704 J16",18,271,"RC_to_SA"
"782",3,"612 K16,614 I16,618 I08",14,271,"RC_to_SA"
"783",1,"708 M24,710 J16,712 M16",1,272,"RC_to_SA"
"784",2,"700 P08,702 O24,704 N16",6,272,"RC_to_SA"
"785",3,"612 O24,614 M16,618 M08",3,272,"RC_to_SA"
"786",1,"708 J16,710 I16,712 L08",5,273,"RC_to_SA"
"787",2,"700 M24,702 M24,704 I08",14,273,"RC_to_SA"
"788",3,"612 M24,614 I08,618 J24",84,273,"RC_to_SA"
"789",1,"708 I24,710 M24,712 O16",16,274,"RC_to_SA"
"790",2,"700 K16,702 N16,704 M16",8,274,"RC_to_SA"
"791",3,"612 I16,614 L08,618 N16",6,274,"RC_to_SA"
"792",1,"708 K24,710 M08,712 J16",39,275,"RC_to_SA"
"793",2,"700 M24,702 O24,704 P24",32,275,"RC_to_SA"
"794",3,"612 N16,614 J08,618 K16",15,275,"RC_to_SA"
"795",1,"708 J16,710 O16,712 J16",4,276,"RC_to_SA"
"796",2,"700 O16,702 J24,704 N16",14,276,"RC_to_SA"
"797",3,"612 M08,614 K16,618 M08",10,276,"RC_to_SA"
"798",1,"708 M08,710 K08,712 J16",23,277,"RC_to_SA"
"799",2,"700 O08,702 M16,704 L16",2,277,"RC_to_SA"
"800",3,"612 P24,614 L08,618 J24",123,277,"RC_to_SA"
"801",1,"708 J24,710 I08,712 O16",3,278,"RC_to_SA"
"802",2,"700 O08,702 J16,704 L16",2,278,"RC_to_SA"
"803",3,"612 L08,614 L16,618 L16",82,278,"RC_to_SA"
"804",1,"708 J24,710 L16,712 M16",10,279,"RC_to_SA"
"805",2,"700 P08,702 O08,704 N08",7,279,"RC_to_SA"
"806",3,"612 J16,614 M08,618 I16",3,279,"RC_to_SA"
"807",1,"708 P24,710 K08,712 J08",1,280,"RC_to_SA"
"808",2,"700 M16,702 J24,704 I16",5,280,"RC_to_SA"
"809",3,"612 M16,614 O08,618 M08",1,280,"RC_to_SA"
"810",1,"708 I08,710 M24,712 J08",29,281,"RC_to_SA"
"811",2,"700 O08,702 O08,704 J08",5,281,"RC_to_SA"
"812",3,"612 J24,614 I08,618 L16",83,281,"RC_to_SA"
"813",1,"708 K24,710 P16,712 I08",12,282,"RC_to_SA"
"814",2,"700 M16,702 O24,704 K08",4,282,"RC_to_SA"
"815",3,"612 M24,614 J16,618 N08",11,282,"RC_to_SA"
"816",1,"708 O08,710 P16,712 P24",1,283,"RC_to_SA"
"817",2,"700 N08,702 M24,704 K16",13,283,"RC_to_SA"
"818",3,"612 N16,614 J16,618 J08",8,283,"RC_to_SA"
"819",1,"708 O24,710 O16,712 O16",3,284,"RC_to_SA"
"820",2,"700 I16,702 P24,704 O16",4,284,"RC_to_SA"
"821",3,"612 K08,614 O24,618 I24",175,284,"RC_to_SA"
"822",1,"708 K16,710 N16,712 N08",24,285,"RC_to_SA"
"823",2,"700 O16,702 M08,704 K16",16,285,"RC_to_SA"
"824",3,"612 K24,614 N16,618 J24",263,285,"RC_to_SA"
"825",1,"708 I16,710 M24,712 J16",11,286,"RC_to_SA"
"826",2,"700 N24,702 P24,704 M16",12,286,"RC_to_SA"
"827",3,"612 O08,614 L08,618 J24",28,286,"RC_to_SA"
"828",1,"708 I08,710 J08,712 N16",8,287,"RC_to_SA"
"829",2,"700 M24,702 O08,704 K16",12,287,"RC_to_SA"
"830",3,"612 I24,614 N24,618 M08",59,287,"RC_to_SA"
"831",1,"708 K24,710 I08,712 O08",11,288,"RC_to_SA"
"832",2,"700 O08,702 J08,704 L08",2,288,"RC_to_SA"
"833",3,"612 K24,614 O24,618 I24",407,288,"RC_to_SA"
"834",1,"708 P24,710 M08,712 I24",12,289,"RC_to_SA"
"835",2,"700 I24,702 N08,704 I08",18,289,"RC_to_SA"
"836",3,"612 J24,614 I16,618 K16",78,289,"RC_to_SA"
"837",1,"708 P16,710 I16,712 N08",2,290,"RC_to_SA"
"838",2,"700 L08,702 P08,704 O16",2,290,"RC_to_SA"
"839",3,"612 O24,614 N16,618 I24",101,290,"RC_to_SA"
"840",1,"708 I24,710 J08,712 M16",5,291,"RC_to_SA"
"841",2,"700 L16,702 K24,704 M16",12,291,"RC_to_SA"
"842",3,"612 M16,614 P24,618 J08",22,291,"RC_to_SA"
"843",1,"708 O08,710 I08,712 L16",9,292,"RC_to_SA"
"844",2,"700 P08,702 K08,704 K16",16,292,"RC_to_SA"
"845",3,"612 K24,614 O08,618 P16",11,292,"RC_to_SA"
"846",1,"708 N08,710 P16,712 K24",23,293,"RC_to_SA"
"847",3,"612 M24,614 N08,618 I16",30,293,"RC_to_SA"
"848",1,"708 K16,710 K16,712 N08",22,294,"RC_to_SA"
"849",2,"700 I24,702 N24,704 K08",28,294,"RC_to_SA"
"850",3,"612 O16,614 O24,618 J24",171,294,"RC_to_SA"
"851",1,"708 I08,710 N08,712 K16",25,295,"RC_to_SA"
"852",2,"700 N24,702 M24,704 M16",21,295,"RC_to_SA"
"853",3,"612 N24,614 J16,618 I24",103,295,"RC_to_SA"
"854",1,"708 I08,710 N08,712 I24",8,296,"RC_to_SA"
"855",2,"700 J16,702 O24,704 I08",2,296,"RC_to_SA"
"856",3,"612 K16,614 I16,618 J24",123,296,"RC_to_SA"
"857",1,"708 O08,710 J16,712 O08",1,297,"RC_to_SA"
"858",2,"700 P24,702 L16,704 K16",22,297,"RC_to_SA"
"859",3,"612 O16,614 J16,618 K16",11,297,"RC_to_SA"
"860",1,"708 N08,710 L08,712 K24",23,298,"RC_to_SA"
"861",2,"700 O16,702 N08,704 I16",3,298,"RC_to_SA"
"862",3,"612 I24,614 K16,618 P16",26,298,"RC_to_SA"
"863",1,"708 J08,710 M08,712 J24",9,299,"RC_to_SA"
"864",2,"700 K16,702 L08,704 K16",15,299,"RC_to_SA"
"865",3,"612 K08,614 I16,618 P16",4,299,"RC_to_SA"
"866",1,"708 N08,710 J08,712 I16",2,300,"RC_to_SA"
"867",2,"700 M16,702 M24,704 J16",10,300,"RC_to_SA"
"868",3,"612 M08,614 O08,618 L08",1,300,"RC_to_SA"
"869",1,"708 I08,710 N16,712 O24",4,301,"RC_to_SA"
"870",2,"700 N08,702 O08,704 M16",5,301,"RC_to_SA"
"871",3,"612 M24,614 L08,618 I16",43,301,"RC_to_SA"
"872",1,"708 N24,710 K08,712 N08",50,302,"RC_to_SA"
"873",2,"700 O16,702 J08,704 I16",5,302,"RC_to_SA"
"874",3,"612 K08,614 O24,618 N08",42,302,"RC_to_SA"
"875",1,"708 P16,710 K08,712 N08",7,303,"RC_to_SA"
"876",2,"700 M08,702 N24,704 K16",15,303,"RC_to_SA"
"877",3,"612 N24,614 I08,618 N16",24,303,"RC_to_SA"
"878",1,"708 J08,710 L08,712 L16",19,304,"RC_to_SA"
"879",2,"700 O16,702 P16,704 M16",4,304,"RC_to_SA"
"880",3,"612 O16,614 J08,618 N08",6,304,"RC_to_SA"
"881",1,"708 I16,710 M08,712 O08",5,305,"RC_to_SA"
"882",3,"612 K24,614 N16,618 O08",23,305,"RC_to_SA"
"883",1,"708 K24,710 J08,712 P24",20,306,"RC_to_SA"
"884",2,"700 L16,702 J24,704 K16",28,306,"RC_to_SA"
"885",3,"612 L16,614 I08,618 M08",5,306,"RC_to_SA"
"886",1,"708 I24,710 J08,712 K08",12,307,"RC_to_SA"
"887",2,"700 M08,702 P16,704 M16",5,307,"RC_to_SA"
"888",3,"612 I24,614 N08,618 J08",20,307,"RC_to_SA"
"889",1,"708 P24,710 N16,712 I24",15,308,"RC_to_SA"
"890",2,"700 L08,702 I24,704 L08",11,308,"RC_to_SA"
"891",3,"612 N16,614 N08,618 P08",8,308,"RC_to_SA"
"892",1,"708 J08,710 N08,712 K24",10,309,"RC_to_SA"
"893",2,"700 O08,702 N24,704 N08",9,309,"RC_to_SA"
"894",3,"612 O16,614 N08,618 M08",6,309,"RC_to_SA"
"895",1,"708 N16,710 K16,712 O08",11,310,"RC_to_SA"
"896",2,"700 O16,702 P08,704 L16",8,310,"RC_to_SA"
"897",3,"612 M08,614 K16,618 I08",10,310,"RC_to_SA"
"898",1,"708 J16,710 M08,712 I24",13,311,"RC_to_SA"
"899",2,"700 O08,702 N08,704 K08",15,311,"RC_to_SA"
"900",3,"612 J24,614 M08,618 I24",145,311,"RC_to_SA"
"901",1,"708 J24,710 I08,712 I08",13,312,"RC_to_SA"
"902",2,"700 M08,702 M08,704 N16",5,312,"RC_to_SA"
"903",3,"612 M16,614 N24,618 M08",26,312,"RC_to_SA"
"904",2,"700 N24,702 L16,704 P24",45,313,"RC_to_SA"
"905",3,"612 I24,614 I08,618 N16",5,313,"RC_to_SA"
"906",1,"708 N24,710 M08,712 J24",37,314,"RC_to_SA"
"907",2,"700 I16,702 O24,704 M16",7,314,"RC_to_SA"
"908",3,"612 J24,614 N24,618 P16",69,314,"RC_to_SA"
"909",2,"700 P08,702 M16,704 N16",3,315,"RC_to_SA"
"910",3,"612 J24,614 L08,618 P08",25,315,"RC_to_SA"
"911",1,"708 K24,710 K16,712 L16",41,316,"RC_to_SA"
"912",2,"700 P08,702 N16,704 L08",2,316,"RC_to_SA"
"913",3,"612 M24,614 K08,618 P08",21,316,"RC_to_SA"
"914",1,"708 N24,710 M08,712 O24",14,317,"RC_to_SA"
"915",2,"700 I16,702 O08,704 L16",5,317,"RC_to_SA"
"916",3,"612 M08,614 N08,618 K16",5,317,"RC_to_SA"
"917",1,"708 J24,710 K16,712 L16",40,318,"RC_to_SA"
"918",2,"700 N08,702 N16,704 P24",14,318,"RC_to_SA"
"919",3,"612 N08,614 I08,618 K16",3,318,"RC_to_SA"
"920",1,"708 J16,710 M08,712 J08",6,319,"RC_to_SA"
"921",2,"700 O08,702 N16,704 P24",6,319,"RC_to_SA"
"922",3,"612 N16,614 P24,618 I24",63,319,"RC_to_SA"
"923",1,"708 J24,710 I08,712 J16",16,320,"RC_to_SA"
"924",2,"700 O08,702 P24,704 I08",2,320,"RC_to_SA"
"925",3,"612 N08,614 P24,618 P16",3,320,"RC_to_SA"
"926",1,"708 K16,710 K16,712 O24",7,321,"RC_to_SA"
"927",2,"700 M16,702 P16,704 J08",3,321,"RC_to_SA"
"928",3,"612 K08,614 O24,618 L08",61,321,"RC_to_SA"
"929",1,"708 I16,710 J08,712 O24",2,322,"RC_to_SA"
"930",2,"700 L08,702 P08,704 J08",4,322,"RC_to_SA"
"931",3,"612 I08,614 M08,618 I24",15,322,"RC_to_SA"
"932",1,"708 O08,710 I16,712 N16",6,323,"RC_to_SA"
"933",2,"700 M08,702 K24,704 J16",10,323,"RC_to_SA"
"934",3,"612 I08,614 P24,618 I08",17,323,"RC_to_SA"
"935",1,"708 M24,710 N16,712 O24",13,324,"RC_to_SA"
"936",3,"612 N24,614 L08,618 I24",148,324,"RC_to_SA"
"937",1,"708 L16,710 K08,712 M24",23,325,"RC_to_SA"
"938",2,"700 M08,702 P16,704 L16",2,325,"RC_to_SA"
"939",3,"612 K24,614 M16,618 P16",9,325,"RC_to_SA"
"940",1,"708 N16,710 J08,712 L16",11,326,"RC_to_SA"
"941",2,"700 N08,702 P24,704 M16",7,326,"RC_to_SA"
"942",3,"612 M08,614 K16,618 J24",86,326,"RC_to_SA"
"943",1,"708 I24,710 K16,712 J24",37,327,"RC_to_SA"
"944",2,"700 L16,702 M08,704 O16",14,327,"RC_to_SA"
"945",3,"612 P24,614 I08,618 L08",10,327,"RC_to_SA"
"946",1,"708 J24,710 M08,712 M08",18,328,"RC_to_SA"
"947",2,"700 K16,702 K24,704 O16",13,328,"RC_to_SA"
"948",3,"612 O24,614 M08,618 I08",10,328,"RC_to_SA"
"949",1,"708 I16,710 K16,712 O08",2,329,"RC_to_SA"
"950",2,"700 P08,702 M24,704 L08",5,329,"RC_to_SA"
"951",3,"612 N16,614 K16,618 J08",19,329,"RC_to_SA"
"952",1,"708 K24,710 K16,712 I08",24,330,"RC_to_SA"
"953",2,"700 J16,702 P08,704 K16",10,330,"RC_to_SA"
"954",3,"612 I08,614 K16,618 I16",7,330,"RC_to_SA"
"955",1,"708 N08,710 I16,712 N16",2,331,"RC_to_SA"
"956",2,"700 K08,702 O08,704 N16",6,331,"RC_to_SA"
"957",3,"612 N24,614 O24,618 J24",349,331,"RC_to_SA"
"958",1,"708 O24,710 N16,712 L16",16,332,"RC_to_SA"
"959",2,"700 N24,702 O24,704 J16",15,332,"RC_to_SA"
"960",3,"612 I16,614 I08,618 L08",2,332,"RC_to_SA"
"961",1,"708 I24,710 I16,712 I16",7,333,"RC_to_SA"
"962",2,"700 L08,702 K24,704 J08",26,333,"RC_to_SA"
"963",3,"612 O16,614 O08,618 I16",8,333,"RC_to_SA"
"964",1,"708 I16,710 O16,712 J24",3,334,"RC_to_SA"
"965",2,"700 O16,702 I24,704 I08",5,334,"RC_to_SA"
"966",3,"612 I16,614 L08,618 N08",2,334,"RC_to_SA"
"967",1,"708 N24,710 N16,712 N08",38,335,"RC_to_SA"
"968",2,"700 L16,702 P24,704 L08",5,335,"RC_to_SA"
"969",3,"612 I24,614 I16,618 J24",100,335,"RC_to_SA"
"970",1,"708 N08,710 M08,712 L16",15,336,"RC_to_SA"
"971",2,"700 I16,702 N16,704 M16",4,336,"RC_to_SA"
"972",3,"612 M24,614 I16,618 I08",10,336,"RC_to_SA"
"973",1,"708 N24,710 J16,712 O08",4,337,"RC_to_SA"
"974",2,"700 K08,702 K24,704 K08",11,337,"RC_to_SA"
"975",3,"612 L08,614 M08,618 P16",3,337,"RC_to_SA"
"976",1,"708 L16,710 L16,712 I16",3,338,"RC_to_SA"
"977",2,"700 P08,702 K16,704 J16",5,338,"RC_to_SA"
"978",3,"612 M16,614 O08,618 L16",10,338,"RC_to_SA"
"979",1,"708 M24,710 P16,712 I24",11,339,"RC_to_SA"
"980",2,"700 O08,702 P16,704 P16",1,339,"RC_to_SA"
"981",3,"612 M24,614 O24,618 K16",176,339,"RC_to_SA"
"982",1,"708 K24,710 L08,712 N16",18,340,"RC_to_SA"
"983",2,"700 N08,702 P24,704 K16",17,340,"RC_to_SA"
"984",3,"612 K08,614 K08,618 L16",71,340,"RC_to_SA"
"985",1,"708 K24,710 I16,712 M24",8,341,"RC_to_SA"
"986",2,"700 I16,702 K24,704 L08",9,341,"RC_to_SA"
"987",3,"612 M24,614 N16,618 N16",51,341,"RC_to_SA"
"988",1,"708 N08,710 L16,712 K08",21,342,"RC_to_SA"
"989",2,"700 M24,702 L08,704 O16",12,342,"RC_to_SA"
"990",3,"612 K08,614 N16,618 N16",26,342,"RC_to_SA"
"991",1,"708 O24,710 N16,712 K16",4,343,"RC_to_SA"
"992",2,"700 I24,702 M16,704 K08",6,343,"RC_to_SA"
"993",3,"612 O24,614 L08,618 P16",6,343,"RC_to_SA"
"994",1,"708 P24,710 I16,712 L08",7,344,"RC_to_SA"
"995",2,"700 M16,702 K08,704 O16",3,344,"RC_to_SA"
"996",3,"612 I24,614 I16,618 I24",64,344,"RC_to_SA"
"997",1,"708 L16,710 L16,712 L16",40,345,"RC_to_SA"
"998",2,"700 N08,702 O08,704 J16",4,345,"RC_to_SA"
"999",3,"612 K08,614 M08,618 I24",30,345,"RC_to_SA"
"1000",1,"708 O08,710 L08,712 O24",17,346,"RC_to_SA"
"1001",2,"700 M16,702 P16,704 J16",3,346,"RC_to_SA"
"1002",3,"612 K16,614 P24,618 I08",31,346,"RC_to_SA"
"1003",1,"708 O08,710 O16,712 N08",8,347,"RC_to_SA"
"1004",2,"700 O16,702 P24,704 N16",7,347,"RC_to_SA"
"1005",1,"708 J24,710 N08,712 N08",18,348,"RC_to_SA"
"1006",2,"700 I24,702 P24,704 N16",8,348,"RC_to_SA"
"1007",3,"612 O08,614 I08,618 P08",1,348,"RC_to_SA"
"1008",1,"708 N24,710 N16,712 K16",23,349,"RC_to_SA"
"1009",2,"700 K16,702 P16,704 I16",1,349,"RC_to_SA"
"1010",3,"612 N08,614 L08,618 I16",14,349,"RC_to_SA"
"1011",1,"708 P24,710 N16,712 M16",4,350,"RC_to_SA"
"1012",2,"700 P24,702 P16,704 O16",5,350,"RC_to_SA"
"1013",3,"612 J24,614 I16,618 J08",47,350,"RC_to_SA"
"1014",1,"708 O24,710 P16,712 K16",1,351,"RC_to_SA"
"1015",2,"700 P08,702 J08,704 L08",1,351,"RC_to_SA"
"1016",3,"612 K08,614 N24,618 L16",111,351,"RC_to_SA"
"1017",2,"700 I08,702 K16,704 M16",2,352,"RC_to_SA"
"1018",3,"612 M16,614 L16,618 O08",4,352,"RC_to_SA"
"1019",1,"708 O08,710 K16,712 L08",28,353,"RC_to_SA"
"1020",2,"700 I24,702 M24,704 N08",6,353,"RC_to_SA"
"1021",3,"612 M08,614 N24,618 O08",6,353,"RC_to_SA"
"1022",1,"708 J16,710 J08,712 O08",6,354,"RC_to_SA"
"1023",2,"700 L08,702 L16,704 J08",14,354,"RC_to_SA"
"1024",3,"612 L16,614 N24,618 N08",62,354,"RC_to_SA"
"1025",1,"708 O08,710 L16,712 L16",9,355,"RC_to_SA"
"1026",2,"700 K16,702 O24,704 L08",11,355,"RC_to_SA"
"1027",3,"612 O16,614 I08,618 N16",3,355,"RC_to_SA"
"1028",1,"708 N16,710 L08,712 O24",10,356,"RC_to_SA"
"1029",2,"700 I24,702 P08,704 J08",6,356,"RC_to_SA"
"1030",3,"612 I24,614 L08,618 L16",127,356,"RC_to_SA"
"1031",1,"708 I08,710 N08,712 J24",11,357,"RC_to_SA"
"1032",2,"700 J16,702 L16,704 J08",1,357,"RC_to_SA"
"1033",3,"612 M08,614 K08,618 M08",14,357,"RC_to_SA"
"1034",1,"708 M24,710 I16,712 P24",1,358,"RC_to_SA"
"1035",2,"700 N08,702 M16,704 O16",4,358,"RC_to_SA"
"1036",3,"612 N16,614 M08,618 I08",6,358,"RC_to_SA"
"1037",1,"708 O24,710 L08,712 P24",7,359,"RC_to_SA"
"1038",2,"700 P08,702 J24,704 P16",13,359,"RC_to_SA"
"1039",3,"612 I08,614 I16,618 I16",4,359,"RC_to_SA"
"1040",1,"708 O08,710 N16,712 O16",4,360,"RC_to_SA"
"1041",2,"700 I16,702 M08,704 L16",4,360,"RC_to_SA"
"1042",3,"612 O08,614 J16,618 N16",2,360,"RC_to_SA"
"1043",1,"708 N08,710 K16,712 K08",37,361,"RC_to_SA"
"1044",2,"700 M16,702 I24,704 P16",2,361,"RC_to_SA"
"1045",3,"612 N16,614 K16,618 L16",71,361,"RC_to_SA"
"1046",1,"708 O24,710 L16,712 K24",17,362,"RC_to_SA"
"1047",2,"700 N24,702 J08,704 L08",14,362,"RC_to_SA"
"1048",3,"612 K24,614 P24,618 I24",227,362,"RC_to_SA"
"1049",1,"708 P16,710 K08,712 J16",4,363,"RC_to_SA"
"1050",2,"700 P08,702 K24,704 M16",3,363,"RC_to_SA"
"1051",3,"612 N08,614 O24,618 J24",123,363,"RC_to_SA"
"1052",1,"708 N08,710 M24,712 O08",17,364,"RC_to_SA"
"1053",2,"700 N24,702 O24,704 P24",44,364,"RC_to_SA"
"1054",3,"612 M08,614 O08,618 N08",1,364,"RC_to_SA"
"1055",1,"708 K16,710 K16,712 M08",12,365,"RC_to_SA"
"1056",3,"612 J24,614 K16,618 I16",66,365,"RC_to_SA"
"1057",1,"708 P16,710 P16,712 N08",5,366,"RC_to_SA"
"1058",2,"700 M16,702 K16,704 J08",2,366,"RC_to_SA"
"1059",3,"612 N16,614 K08,618 I16",7,366,"RC_to_SA"
"1060",2,"700 M24,702 K16,704 K08",17,367,"RC_to_SA"
"1061",3,"612 N24,614 M08,618 I16",21,367,"RC_to_SA"
"1062",1,"708 I24,710 N16,712 I24",38,368,"RC_to_SA"
"1063",2,"700 I16,702 J16,704 K08",5,368,"RC_to_SA"
"1064",3,"612 K16,614 N24,618 N08",71,368,"RC_to_SA"
"1065",1,"708 I16,710 J08,712 L08",4,369,"RC_to_SA"
"1066",2,"700 M24,702 J16,704 K16",7,369,"RC_to_SA"
"1067",3,"612 I08,614 N08,618 L16",27,369,"RC_to_SA"
"1068",1,"708 K24,710 M24,712 L08",71,370,"RC_to_SA"
"1069",2,"700 N08,702 N08,704 L16",17,370,"RC_to_SA"
"1070",3,"612 K16,614 L16,618 J08",43,370,"RC_to_SA"
"1071",1,"708 O24,710 J08,712 K24",12,371,"RC_to_SA"
"1072",3,"612 J16,614 K16,618 N16",36,371,"RC_to_SA"
"1073",1,"708 O24,710 L16,712 M16",10,372,"RC_to_SA"
"1074",2,"700 I16,702 O08,704 N08",9,372,"RC_to_SA"
"1075",3,"612 J24,614 M16,618 J08",5,372,"RC_to_SA"
"1076",1,"708 K16,710 M24,712 P24",16,373,"RC_to_SA"
"1077",2,"700 J16,702 P24,704 M16",4,373,"RC_to_SA"
"1078",3,"612 I16,614 M16,618 O08",1,373,"RC_to_SA"
"1079",1,"708 K24,710 M08,712 M08",22,374,"RC_to_SA"
"1080",2,"700 K08,702 J16,704 P24",14,374,"RC_to_SA"
"1081",3,"612 M24,614 N24,618 N08",54,374,"RC_to_SA"
"1082",1,"708 I24,710 M08,712 O08",18,375,"RC_to_SA"
"1083",2,"700 J16,702 K08,704 K16",20,375,"RC_to_SA"
"1084",3,"612 M16,614 P24,618 J24",82,375,"RC_to_SA"
"1085",1,"708 K16,710 J16,712 M08",4,376,"RC_to_SA"
"1086",2,"700 O16,702 J16,704 J08",4,376,"RC_to_SA"
"1087",1,"708 M24,710 N08,712 I24",9,377,"RC_to_SA"
