"","batch","plate_well","count","run_no","contrast"
"1088",2,"700 K08,702 J16,704 I08",4,377,"RC_to_SA"
"1089",3,"612 P24,614 N08,618 I16",12,377,"RC_to_SA"
"1090",1,"708 I24,710 P16,712 P24",13,378,"RC_to_SA"
"1091",2,"700 P24,702 P08,704 M16",5,378,"RC_to_SA"
"1092",3,"612 M16,614 O08,618 K16",9,378,"RC_to_SA"
"1093",2,"700 L16,702 O08,704 K16",14,379,"RC_to_SA"
"1094",3,"612 L08,614 L08,618 M08",11,379,"RC_to_SA"
"1095",1,"708 M08,710 M24,712 O08",27,380,"RC_to_SA"
"1096",2,"700 O08,702 O24,704 N16",4,380,"RC_to_SA"
"1097",3,"612 P24,614 M08,618 N08",12,380,"RC_to_SA"
"1098",1,"708 L16,710 O16,712 K24",19,381,"RC_to_SA"
"1099",2,"700 I24,702 O08,704 J16",10,381,"RC_to_SA"
"1100",3,"612 O24,614 M08,618 J08",19,381,"RC_to_SA"
"1101",1,"708 I16,710 I16,712 M16",2,382,"RC_to_SA"
"1102",2,"700 M08,702 N24,704 K16",15,382,"RC_to_SA"
"1103",3,"612 N24,614 M16,618 I24",46,382,"RC_to_SA"
"1104",1,"708 M08,710 L08,712 O24",28,383,"RC_to_SA"
"1105",2,"700 N24,702 J24,704 K08",31,383,"RC_to_SA"
"1106",3,"612 I08,614 P24,618 P08",1,383,"RC_to_SA"
"1107",1,"708 P24,710 N08,712 J16",1,384,"RC_to_SA"
"1108",2,"700 I08,702 J24,704 I16",4,384,"RC_to_SA"
"1109",1,"708 J16,710 O16,712 K24",3,385,"RC_to_SA"
"1110",3,"612 M24,614 N08,618 N16",17,385,"RC_to_SA"
"1111",1,"708 N16,710 J08,712 L08",7,386,"RC_to_SA"
"1112",2,"700 M08,702 J16,704 N16",2,386,"RC_to_SA"
"1113",3,"612 O24,614 K08,618 J24",146,386,"RC_to_SA"
"1114",1,"708 O24,710 M08,712 M24",5,387,"RC_to_SA"
"1115",2,"700 L08,702 M16,704 L08",2,387,"RC_to_SA"
"1116",3,"612 M08,614 J08,618 J08",5,387,"RC_to_SA"
"1117",1,"708 P16,710 K16,712 M24",10,388,"RC_to_SA"
"1118",2,"700 P24,702 K08,704 I16",5,388,"RC_to_SA"
"1119",3,"612 I24,614 I16,618 J24",100,388,"RC_to_SA"
"1120",1,"708 J08,710 L16,712 O08",3,389,"RC_to_SA"
"1121",2,"700 I16,702 P08,704 L08",9,389,"RC_to_SA"
"1122",3,"612 N08,614 K08,618 J08",11,389,"RC_to_SA"
"1123",1,"708 O08,710 J08,712 K24",11,390,"RC_to_SA"
"1124",2,"700 J16,702 L08,704 O16",7,390,"RC_to_SA"
"1125",3,"612 M24,614 I08,618 J08",13,390,"RC_to_SA"
"1126",1,"708 N08,710 K08,712 J16",19,391,"RC_to_SA"
"1127",2,"700 I16,702 N16,704 N08",6,391,"RC_to_SA"
"1128",3,"612 O16,614 M16,618 P16",1,391,"RC_to_SA"
"1129",1,"708 I08,710 K08,712 N08",44,392,"RC_to_SA"
"1130",2,"700 I24,702 P16,704 N08",3,392,"RC_to_SA"
"1131",3,"612 P24,614 O08,618 I24",49,392,"RC_to_SA"
"1132",1,"708 J08,710 K08,712 I24",16,393,"RC_to_SA"
"1133",2,"700 L16,702 N16,704 K08",11,393,"RC_to_SA"
"1134",3,"612 K24,614 M08,618 I16",49,393,"RC_to_SA"
"1135",1,"708 J24,710 I08,712 J16",16,394,"RC_to_SA"
"1136",2,"700 O16,702 K16,704 M16",6,394,"RC_to_SA"
"1137",3,"612 N24,614 L08,618 I08",30,394,"RC_to_SA"
"1138",1,"708 N08,710 K08,712 M16",18,395,"RC_to_SA"
"1139",2,"700 K08,702 P16,704 M16",3,395,"RC_to_SA"
"1140",3,"612 N08,614 J08,618 O08",2,395,"RC_to_SA"
"1141",1,"708 O08,710 M08,712 J16",2,396,"RC_to_SA"
"1142",2,"700 O08,702 O08,704 N08",5,396,"RC_to_SA"
"1143",3,"612 M16,614 N24,618 L16",96,396,"RC_to_SA"
"1144",1,"708 N08,710 L16,712 M24",4,397,"RC_to_SA"
"1145",2,"700 M24,702 P24,704 I16",6,397,"RC_to_SA"
"1146",3,"612 K08,614 L16,618 P16",3,397,"RC_to_SA"
"1147",1,"708 P24,710 J16,712 K08",8,398,"RC_to_SA"
"1148",2,"700 N08,702 O08,704 P24",11,398,"RC_to_SA"
"1149",3,"612 L16,614 J16,618 J08",30,398,"RC_to_SA"
"1150",1,"708 N24,710 L16,712 O08",21,399,"RC_to_SA"
"1151",2,"700 P24,702 N08,704 J08",16,399,"RC_to_SA"
"1152",3,"612 L08,614 K16,618 K16",51,399,"RC_to_SA"
"1153",1,"708 I24,710 O16,712 J24",10,400,"RC_to_SA"
"1154",2,"700 M16,702 J24,704 P24",22,400,"RC_to_SA"
"1155",3,"612 O08,614 P24,618 J08",16,400,"RC_to_SA"
"1156",1,"708 M24,710 I08,712 J24",17,401,"RC_to_SA"
"1157",2,"700 P24,702 I24,704 M16",9,401,"RC_to_SA"
"1158",3,"612 I24,614 N24,618 P16",43,401,"RC_to_SA"
"1159",1,"708 I08,710 O16,712 M16",2,402,"RC_to_SA"
"1160",2,"700 M24,702 O08,704 J08",6,402,"RC_to_SA"
"1161",3,"612 I16,614 O24,618 P16",17,402,"RC_to_SA"
"1162",1,"708 P16,710 L16,712 K16",3,403,"RC_to_SA"
"1163",2,"700 M16,702 K16,704 J08",2,403,"RC_to_SA"
"1164",3,"612 K24,614 J16,618 J08",50,403,"RC_to_SA"
"1165",1,"708 P24,710 N16,712 L08",22,404,"RC_to_SA"
"1166",2,"700 M16,702 K08,704 J08",2,404,"RC_to_SA"
"1167",3,"612 K16,614 L08,618 P08",8,404,"RC_to_SA"
"1168",1,"708 L16,710 I08,712 I24",29,405,"RC_to_SA"
"1169",2,"700 M16,702 P08,704 O16",4,405,"RC_to_SA"
"1170",3,"612 K24,614 O24,618 I24",407,405,"RC_to_SA"
"1171",1,"708 O24,710 I16,712 J08",4,406,"RC_to_SA"
"1172",2,"700 I16,702 O08,704 I16",7,406,"RC_to_SA"
"1173",3,"612 O16,614 N24,618 M08",25,406,"RC_to_SA"
"1174",1,"708 N24,710 L16,712 K08",32,407,"RC_to_SA"
"1175",2,"700 O16,702 J08,704 J16",17,407,"RC_to_SA"
"1176",3,"612 J16,614 P24,618 I08",18,407,"RC_to_SA"
"1177",1,"708 M24,710 J16,712 L08",4,408,"RC_to_SA"
"1178",2,"700 K16,702 L08,704 K08",11,408,"RC_to_SA"
"1179",3,"612 I08,614 P24,618 K16",24,408,"RC_to_SA"
"1180",2,"700 L16,702 N08,704 L08",2,409,"RC_to_SA"
"1181",3,"612 I08,614 N24,618 P16",10,409,"RC_to_SA"
"1182",1,"708 O08,710 M24,712 N16",29,410,"RC_to_SA"
"1183",2,"700 J16,702 J24,704 J08",8,410,"RC_to_SA"
"1184",3,"612 O24,614 L16,618 I16",65,410,"RC_to_SA"
"1185",1,"708 N16,710 L16,712 O08",4,411,"RC_to_SA"
"1186",2,"700 L08,702 N24,704 I16",12,411,"RC_to_SA"
"1187",3,"612 N24,614 J16,618 P16",2,411,"RC_to_SA"
"1188",1,"708 K16,710 M24,712 K16",53,412,"RC_to_SA"
"1189",2,"700 K16,702 M16,704 N08",7,412,"RC_to_SA"
"1190",3,"612 I24,614 I08,618 J24",57,412,"RC_to_SA"
"1191",1,"708 J24,710 J08,712 K08",36,413,"RC_to_SA"
"1192",2,"700 O08,702 N16,704 L16",4,413,"RC_to_SA"
"1193",3,"612 I24,614 I16,618 L16",50,413,"RC_to_SA"
"1194",1,"708 J16,710 I16,712 K16",5,414,"RC_to_SA"
"1195",2,"700 M24,702 K16,704 P16",1,414,"RC_to_SA"
"1196",3,"612 J16,614 O24,618 I16",26,414,"RC_to_SA"
"1197",1,"708 I16,710 J16,712 I24",4,415,"RC_to_SA"
"1198",2,"700 L16,702 L08,704 L08",13,415,"RC_to_SA"
"1199",3,"612 K24,614 K16,618 I08",100,415,"RC_to_SA"
"1200",1,"708 K16,710 J08,712 I24",7,416,"RC_to_SA"
"1201",2,"700 O08,702 P24,704 P16",1,416,"RC_to_SA"
"1202",3,"612 K16,614 P24,618 I24",155,416,"RC_to_SA"
"1203",1,"708 M08,710 J16,712 O24",1,417,"RC_to_SA"
"1204",3,"612 O24,614 I08,618 J08",11,417,"RC_to_SA"
"1205",1,"708 J16,710 M24,712 M08",19,418,"RC_to_SA"
"1206",2,"700 P08,702 N08,704 O16",2,418,"RC_to_SA"
"1207",3,"612 I24,614 L16,618 K16",106,418,"RC_to_SA"
"1208",1,"708 I16,710 M08,712 J16",2,419,"RC_to_SA"
"1209",2,"700 P08,702 M24,704 N08",8,419,"RC_to_SA"
"1210",3,"612 I24,614 K16,618 P16",26,419,"RC_to_SA"
"1211",1,"708 O24,710 I08,712 I16",9,420,"RC_to_SA"
"1212",2,"700 I24,702 N08,704 N16",4,420,"RC_to_SA"
"1213",3,"612 L16,614 K16,618 I16",48,420,"RC_to_SA"
"1214",1,"708 L16,710 N16,712 M08",20,421,"RC_to_SA"
"1215",2,"700 K08,702 N24,704 J08",13,421,"RC_to_SA"
"1216",3,"612 O24,614 L08,618 O08",6,421,"RC_to_SA"
"1217",1,"708 M08,710 N16,712 I16",6,422,"RC_to_SA"
"1218",2,"700 M16,702 O24,704 L08",1,422,"RC_to_SA"
"1219",3,"612 I24,614 O24,618 P08",82,422,"RC_to_SA"
"1220",1,"708 J08,710 I16,712 J24",9,423,"RC_to_SA"
"1221",2,"700 N08,702 P08,704 N16",6,423,"RC_to_SA"
"1222",3,"612 I24,614 J08,618 O08",2,423,"RC_to_SA"
"1223",1,"708 O08,710 M24,712 K24",25,424,"RC_to_SA"
"1224",2,"700 N08,702 O08,704 I08",10,424,"RC_to_SA"
"1225",3,"612 N16,614 N24,618 I08",24,424,"RC_to_SA"
"1226",1,"708 P24,710 I08,712 N16",17,425,"RC_to_SA"
"1227",2,"700 I08,702 K08,704 I16",2,425,"RC_to_SA"
"1228",3,"612 M24,614 J08,618 N16",15,425,"RC_to_SA"
"1229",1,"708 O08,710 O16,712 O08",7,426,"RC_to_SA"
"1230",3,"612 L16,614 K16,618 O08",28,426,"RC_to_SA"
"1231",1,"708 P24,710 N16,712 M24",12,427,"RC_to_SA"
"1232",3,"612 O24,614 I16,618 I08",21,427,"RC_to_SA"
"1233",1,"708 I24,710 M08,712 N16",21,428,"RC_to_SA"
"1234",2,"700 N24,702 L08,704 J16",19,428,"RC_to_SA"
"1235",3,"612 N24,614 J08,618 I08",15,428,"RC_to_SA"
"1236",1,"708 M24,710 K16,712 I24",41,429,"RC_to_SA"
"1237",2,"700 K08,702 N08,704 P24",22,429,"RC_to_SA"
"1238",3,"612 N08,614 N24,618 I08",27,429,"RC_to_SA"
"1239",1,"708 L16,710 M08,712 K16",30,430,"RC_to_SA"
"1240",3,"612 L08,614 M16,618 I24",7,430,"RC_to_SA"
"1241",1,"708 N08,710 I16,712 I08",1,431,"RC_to_SA"
"1242",2,"700 J16,702 M08,704 O16",2,431,"RC_to_SA"
"1243",3,"612 P24,614 P24,618 I24",137,431,"RC_to_SA"
"1244",1,"708 K24,710 K16,712 O16",18,432,"RC_to_SA"
"1245",2,"700 I08,702 L08,704 N08",4,432,"RC_to_SA"
"1246",3,"612 M16,614 I16,618 N08",5,432,"RC_to_SA"
"1247",1,"708 O24,710 N08,712 P24",2,433,"RC_to_SA"
"1248",2,"700 L16,702 M08,704 I16",1,433,"RC_to_SA"
"1249",3,"612 K24,614 L16,618 I24",311,433,"RC_to_SA"
"1250",1,"708 K16,710 J08,712 I08",8,434,"RC_to_SA"
"1251",2,"700 L08,702 N16,704 P24",11,434,"RC_to_SA"
"1252",3,"612 I16,614 P24,618 M08",8,434,"RC_to_SA"
"1253",1,"708 L16,710 L16,712 O16",1,435,"RC_to_SA"
"1254",2,"700 M16,702 O24,704 K16",13,435,"RC_to_SA"
"1255",3,"612 N24,614 N08,618 P16",2,435,"RC_to_SA"
"1256",1,"708 I16,710 J16,712 K16",5,436,"RC_to_SA"
"1257",2,"700 K16,702 M16,704 M16",9,436,"RC_to_SA"
"1258",3,"612 M16,614 M08,618 I24",19,436,"RC_to_SA"
"1259",1,"708 P24,710 J08,712 O24",3,437,"RC_to_SA"
"1260",2,"700 J16,702 N08,704 N16",3,437,"RC_to_SA"
"1261",3,"612 P24,614 N08,618 I16",12,437,"RC_to_SA"
"1262",1,"708 I24,710 M24,712 L08",62,438,"RC_to_SA"
"1263",2,"700 K16,702 J08,704 I08",2,438,"RC_to_SA"
"1264",3,"612 I24,614 I08,618 L16",30,438,"RC_to_SA"
"1265",1,"708 P24,710 P16,712 J08",3,439,"RC_to_SA"
"1266",2,"700 P08,702 J08,704 J08",1,439,"RC_to_SA"
"1267",3,"612 J16,614 O08,618 J24",14,439,"RC_to_SA"
"1268",1,"708 J24,710 L08,712 I08",29,440,"RC_to_SA"
"1269",2,"700 I24,702 J08,704 L16",6,440,"RC_to_SA"
"1270",3,"612 K24,614 O24,618 K16",332,440,"RC_to_SA"
"1271",1,"708 M24,710 N16,712 O24",13,441,"RC_to_SA"
"1272",2,"700 M16,702 L16,704 L16",2,441,"RC_to_SA"
"1273",3,"612 P24,614 M08,618 K16",26,441,"RC_to_SA"
"1274",1,"708 M24,710 L16,712 O08",3,442,"RC_to_SA"
"1275",2,"700 I16,702 P16,704 N16",6,442,"RC_to_SA"
"1276",1,"708 J08,710 J08,712 M24",6,443,"RC_to_SA"
"1277",2,"700 I24,702 M08,704 M16",14,443,"RC_to_SA"
"1278",3,"612 J24,614 L08,618 N08",66,443,"RC_to_SA"
"1279",1,"708 N16,710 P16,712 J24",12,444,"RC_to_SA"
"1280",2,"700 I16,702 J08,704 K16",11,444,"RC_to_SA"
"1281",3,"612 M24,614 K16,618 P08",19,444,"RC_to_SA"
"1282",1,"708 O08,710 I16,712 O16",5,445,"RC_to_SA"
"1283",2,"700 P08,702 L08,704 I16",3,445,"RC_to_SA"
"1284",3,"612 L16,614 J08,618 K16",44,445,"RC_to_SA"
"1285",1,"708 N16,710 N16,712 O24",7,446,"RC_to_SA"
"1286",2,"700 M08,702 J08,704 J08",4,446,"RC_to_SA"
"1287",3,"612 N24,614 J16,618 K16",32,446,"RC_to_SA"
"1288",1,"708 M24,710 O16,712 K08",21,447,"RC_to_SA"
"1289",2,"700 L08,702 I24,704 N16",14,447,"RC_to_SA"
"1290",3,"612 O08,614 I16,618 L08",4,447,"RC_to_SA"
"1291",1,"708 J08,710 P16,712 J08",3,448,"RC_to_SA"
"1292",2,"700 I16,702 L16,704 N08",11,448,"RC_to_SA"
"1293",3,"612 I16,614 J08,618 O08",1,448,"RC_to_SA"
"1294",1,"708 N24,710 L08,712 I24",26,449,"RC_to_SA"
"1295",2,"700 L16,702 M24,704 K16",16,449,"RC_to_SA"
"1296",3,"612 N16,614 K08,618 M08",8,449,"RC_to_SA"
"1297",1,"708 L16,710 N16,712 O24",10,450,"RC_to_SA"
"1298",2,"700 P24,702 N16,704 M16",9,450,"RC_to_SA"
"1299",3,"612 M24,614 K08,618 I16",49,450,"RC_to_SA"
"1300",1,"708 L16,710 I08,712 I16",6,451,"RC_to_SA"
"1301",2,"700 L16,702 N16,704 L16",6,451,"RC_to_SA"
"1302",3,"612 J24,614 N16,618 N16",95,451,"RC_to_SA"
"1303",1,"708 N24,710 L08,712 O08",19,452,"RC_to_SA"
"1304",3,"612 K08,614 K16,618 M08",15,452,"RC_to_SA"
"1305",2,"700 J16,702 I24,704 N16",3,453,"RC_to_SA"
"1306",3,"612 N08,614 N24,618 J08",37,453,"RC_to_SA"
"1307",1,"708 N24,710 J08,712 P24",14,454,"RC_to_SA"
"1308",3,"612 I08,614 O08,618 N16",3,454,"RC_to_SA"
"1309",1,"708 I08,710 P16,712 M16",2,455,"RC_to_SA"
"1310",2,"700 K08,702 O08,704 M16",4,455,"RC_to_SA"
"1311",3,"612 L08,614 L16,618 N16",21,455,"RC_to_SA"
"1312",1,"708 I16,710 M24,712 N08",19,456,"RC_to_SA"
"1313",2,"700 I16,702 K08,704 I08",16,456,"RC_to_SA"
"1314",3,"612 O08,614 O24,618 N08",27,456,"RC_to_SA"
"1315",1,"708 K24,710 K16,712 N08",21,457,"RC_to_SA"
"1316",2,"700 P08,702 J24,704 M16",4,457,"RC_to_SA"
"1317",3,"612 O08,614 L08,618 P16",2,457,"RC_to_SA"
"1318",1,"708 K16,710 N16,712 P24",3,458,"RC_to_SA"
"1319",2,"700 J16,702 P24,704 I08",5,458,"RC_to_SA"
"1320",3,"612 K08,614 P24,618 I16",20,458,"RC_to_SA"
"1321",1,"708 N16,710 L16,712 L08",12,459,"RC_to_SA"
"1322",2,"700 K08,702 K16,704 J08",14,459,"RC_to_SA"
"1323",3,"612 I24,614 M08,618 I08",11,459,"RC_to_SA"
"1324",1,"708 M08,710 I08,712 N16",8,460,"RC_to_SA"
"1325",2,"700 I24,702 P08,704 I08",3,460,"RC_to_SA"
"1326",3,"612 O08,614 L08,618 L16",23,460,"RC_to_SA"
"1327",1,"708 K16,710 N08,712 K16",15,461,"RC_to_SA"
"1328",2,"700 I08,702 O24,704 I16",5,461,"RC_to_SA"
"1329",3,"612 L16,614 K16,618 P08",20,461,"RC_to_SA"
"1330",1,"708 L16,710 L16,712 L08",38,462,"RC_to_SA"
"1331",2,"700 P24,702 O08,704 I08",9,462,"RC_to_SA"
"1332",3,"612 I16,614 L16,618 I24",67,462,"RC_to_SA"
"1333",1,"708 K24,710 K08,712 O08",36,463,"RC_to_SA"
"1334",2,"700 N24,702 K08,704 O16",17,463,"RC_to_SA"
"1335",3,"612 N16,614 K08,618 P08",11,463,"RC_to_SA"
"1336",1,"708 P24,710 J08,712 J08",6,464,"RC_to_SA"
"1337",2,"700 M16,702 N24,704 M16",3,464,"RC_to_SA"
"1338",3,"612 M24,614 L16,618 N16",59,464,"RC_to_SA"
"1339",1,"708 J24,710 P16,712 J08",4,465,"RC_to_SA"
"1340",2,"700 N08,702 I24,704 L16",14,465,"RC_to_SA"
"1341",3,"612 I24,614 L08,618 P08",23,465,"RC_to_SA"
"1342",1,"708 N24,710 K16,712 P24",25,466,"RC_to_SA"
"1343",2,"700 O16,702 K08,704 O16",13,466,"RC_to_SA"
"1344",3,"612 N24,614 M08,618 I08",14,466,"RC_to_SA"
"1345",1,"708 L16,710 L16,712 L08",38,467,"RC_to_SA"
"1346",2,"700 P24,702 O08,704 M16",7,467,"RC_to_SA"
"1347",3,"612 O08,614 I16,618 M08",4,467,"RC_to_SA"
"1348",1,"708 I24,710 K08,712 M16",22,468,"RC_to_SA"
"1349",2,"700 J16,702 M16,704 L08",1,468,"RC_to_SA"
"1350",3,"612 L16,614 L08,618 M08",16,468,"RC_to_SA"
"1351",1,"708 K16,710 L16,712 M16",2,469,"RC_to_SA"
"1352",2,"700 N24,702 K16,704 L16",4,469,"RC_to_SA"
"1353",3,"612 N24,614 K16,618 O08",21,469,"RC_to_SA"
"1354",1,"708 O24,710 N08,712 J08",2,470,"RC_to_SA"
"1355",2,"700 M08,702 K16,704 K16",21,470,"RC_to_SA"
"1356",3,"612 I24,614 O08,618 P16",2,470,"RC_to_SA"
"1357",1,"708 M08,710 O16,712 J24",19,471,"RC_to_SA"
"1358",2,"700 P24,702 M08,704 N16",21,471,"RC_to_SA"
"1359",1,"708 M08,710 M24,712 N08",35,472,"RC_to_SA"
"1360",2,"700 M24,702 M24,704 N16",11,472,"RC_to_SA"
"1361",3,"612 O24,614 N16,618 I08",35,472,"RC_to_SA"
"1362",1,"708 J08,710 N16,712 J08",17,473,"RC_to_SA"
"1363",2,"700 I24,702 P16,704 I16",6,473,"RC_to_SA"
"1364",3,"612 N24,614 J08,618 I16",10,473,"RC_to_SA"
"1365",1,"708 K16,710 M24,712 I24",43,474,"RC_to_SA"
"1366",2,"700 L16,702 M24,704 K16",16,474,"RC_to_SA"
"1367",3,"612 M08,614 N24,618 M08",31,474,"RC_to_SA"
"1368",1,"708 P24,710 N16,712 J08",13,475,"RC_to_SA"
"1369",2,"700 O08,702 K24,704 K08",2,475,"RC_to_SA"
"1370",3,"612 L16,614 M16,618 M08",5,475,"RC_to_SA"
"1371",1,"708 I16,710 I08,712 J08",3,476,"RC_to_SA"
"1372",2,"700 P08,702 O08,704 N08",7,476,"RC_to_SA"
"1373",3,"612 O24,614 M08,618 I16",21,476,"RC_to_SA"
"1374",1,"708 J24,710 L16,712 J16",17,477,"RC_to_SA"
"1375",2,"700 I16,702 J24,704 N16",11,477,"RC_to_SA"
"1376",3,"612 P24,614 N24,618 O08",28,477,"RC_to_SA"
"1377",2,"700 O08,702 J24,704 I08",10,478,"RC_to_SA"
"1378",3,"612 M24,614 J16,618 P16",5,478,"RC_to_SA"
"1379",1,"708 I24,710 K08,712 M16",22,479,"RC_to_SA"
"1380",2,"700 N08,702 M16,704 K08",5,479,"RC_to_SA"
"1381",3,"612 N08,614 I16,618 L16",16,479,"RC_to_SA"
"1382",1,"708 K16,710 O16,712 I08",4,480,"RC_to_SA"
"1383",2,"700 M08,702 K24,704 K08",22,480,"RC_to_SA"
"1384",3,"612 N24,614 M16,618 L16",29,480,"RC_to_SA"
"1385",1,"708 L16,710 M24,712 N16",38,481,"RC_to_SA"
"1386",2,"700 P08,702 M16,704 N08",1,481,"RC_to_SA"
"1387",3,"612 M16,614 J08,618 J24",23,481,"RC_to_SA"
"1388",1,"708 I08,710 J08,712 I08",16,482,"RC_to_SA"
"1389",3,"612 K16,614 P24,618 J08",37,482,"RC_to_SA"
"1390",1,"708 M24,710 K08,712 N08",30,483,"RC_to_SA"
"1391",2,"700 P24,702 P24,704 K16",23,483,"RC_to_SA"
"1392",3,"612 O24,614 M08,618 M08",17,483,"RC_to_SA"
"1393",1,"708 O24,710 I08,712 N08",17,484,"RC_to_SA"
"1394",2,"700 N08,702 J16,704 J08",3,484,"RC_to_SA"
"1395",3,"612 M08,614 L16,618 P16",1,484,"RC_to_SA"
"1396",1,"708 I08,710 K16,712 I16",8,485,"RC_to_SA"
"1397",2,"700 M24,702 M08,704 J16",12,485,"RC_to_SA"
"1398",3,"612 N24,614 N08,618 I16",15,485,"RC_to_SA"
"1399",1,"708 I16,710 N16,712 I16",7,486,"RC_to_SA"
"1400",2,"700 L16,702 M24,704 N16",8,486,"RC_to_SA"
"1401",3,"612 O16,614 O24,618 O08",12,486,"RC_to_SA"
"1402",2,"700 N08,702 I24,704 I16",11,487,"RC_to_SA"
"1403",3,"612 O08,614 J08,618 N08",4,487,"RC_to_SA"
"1404",1,"708 I08,710 M24,712 O08",13,488,"RC_to_SA"
"1405",2,"700 P24,702 L08,704 K16",26,488,"RC_to_SA"
"1406",3,"612 I16,614 J08,618 I24",11,488,"RC_to_SA"
"1407",1,"708 J16,710 J16,712 I08",14,489,"RC_to_SA"
"1408",2,"700 I16,702 M24,704 P16",4,489,"RC_to_SA"
"1409",3,"612 L16,614 L16,618 L08",74,489,"RC_to_SA"
"1410",1,"708 I24,710 N16,712 O16",8,490,"RC_to_SA"
"1411",2,"700 I08,702 K16,704 P16",3,490,"RC_to_SA"
"1412",3,"612 I08,614 L16,618 L08",10,490,"RC_to_SA"
"1413",1,"708 N16,710 K08,712 J16",15,491,"RC_to_SA"
"1414",2,"700 I08,702 N16,704 K16",11,491,"RC_to_SA"
"1415",3,"612 K16,614 N16,618 L08",35,491,"RC_to_SA"
"1416",1,"708 J08,710 L08,712 N16",9,492,"RC_to_SA"
"1417",2,"700 P08,702 P08,704 K16",8,492,"RC_to_SA"
"1418",3,"612 M16,614 P24,618 N16",22,492,"RC_to_SA"
"1419",1,"708 K16,710 J08,712 O16",2,493,"RC_to_SA"
"1420",2,"700 K08,702 L16,704 L08",6,493,"RC_to_SA"
"1421",3,"612 I08,614 M16,618 N08",2,493,"RC_to_SA"
"1422",1,"708 O08,710 M08,712 J08",2,494,"RC_to_SA"
"1423",2,"700 K16,702 J24,704 I16",3,494,"RC_to_SA"
"1424",3,"612 K08,614 N08,618 I24",19,494,"RC_to_SA"
"1425",1,"708 L16,710 P16,712 P24",3,495,"RC_to_SA"
"1426",2,"700 L08,702 L16,704 I08",17,495,"RC_to_SA"
"1427",3,"612 P24,614 O24,618 N16",129,495,"RC_to_SA"
"1428",1,"708 M24,710 N16,712 M08",7,496,"RC_to_SA"
"1429",2,"700 I08,702 J16,704 N16",2,496,"RC_to_SA"
"1430",3,"612 I24,614 O08,618 I24",56,496,"RC_to_SA"
"1431",1,"708 I16,710 L16,712 I08",4,497,"RC_to_SA"
"1432",3,"612 I24,614 P24,618 J08",62,497,"RC_to_SA"
"1433",1,"708 N08,710 J08,712 N08",18,498,"RC_to_SA"
"1434",2,"700 M16,702 K16,704 P24",17,498,"RC_to_SA"
"1435",3,"612 N24,614 I16,618 J08",26,498,"RC_to_SA"
"1436",1,"708 J08,710 J08,712 N16",4,499,"RC_to_SA"
"1437",2,"700 K16,702 M24,704 L16",29,499,"RC_to_SA"
"1438",3,"612 K24,614 P24,618 J08",85,499,"RC_to_SA"
"1439",1,"708 P24,710 P16,712 N16",9,500,"RC_to_SA"
"1440",2,"700 J16,702 K08,704 N08",7,500,"RC_to_SA"
"1441",3,"612 N08,614 N08,618 J24",20,500,"RC_to_SA"
